,WEB338_,WEB275_,WEB251_,WEB155_,WEB231_,WEB225_,WEB213_,WEB40_,WEB223_,WEB262_,WEB276_,WEB344_,WEB307_,WEB234_,WEB17_,WEB232_,WEB233_,WEB208_,WEB354_,WEB13_,WEB343_,WEB263_,WEB236_,WEB226_,WEB249_,WEB271_,WEB238_,WEB334_,WEB252_,WEB72_,WEB258_,WEB261_,WEB347_,WEB59_,WEB356_,WEB285_,WEB117_,WEB273_,WEB270_,WEB259_,WEB235_,WEB204_,WEB355_,WEB87_,WEB254_,WEB306_,WEB33_,WEB108_,WEB89_,WEB241_,WEB4_,WEB311_,WEB310_,WEB281_,WEB222_,WEB266_,WEB134_,WEB309_,WEB3_,WEB199_,WEB35_,WEB244_,WEB123_,WEB205_,WEB45_,WEB216_,WEB350_,WEB58_,WEB229_,WEB151_,WEB104_,WEB211_,WEB42_,WEB107_,FW_008_,WEB18_,WEB248_,WEB221_,WEB220_,WEB308_,WEB207_,WEB63_,WEB239_,WEB6_,WEB253_,WEB268_,WEB219_,WEB353_,WEB98_,WEB269_,WEB12_,carpinteria_,WEB267_,WEB224_,WEB278_,WEB245_,WEB228_,WEB255_,WEB218_,WEB152_,WEB200_,WEB247_,WEB260_,WEB340_,WEB37_,WEB230_,WEB67_,WEB132_,WEB274_,WEB288_,WEB243_,WEB237_,WEB240_,WEB22_,WEB28_,WEB105_,WEB217_,WEB264_,WEB250_,WEB358_,WEB335_,WEB295_,WEB227_,WEB88_,WEB34_,WEB351_,WEB279_,WEB121_,WEB201_,WEB257_,WEB84_,WEB296_,WEB39_,WEB214_,WEB215_,WEB131_,WEB289_,WEB345_,WEB246_,WEB29_,WEB38_,WEB43_,WEB210_,WEB154_,WEB265_,WEB357_,WEB242_,WEB256_
WEB151_,3.625054039,3.177670138,3.291986717,3.301729901,4.035460241,2.534929322,3.026718086,2.729828308,3.485906876,3.567439497,2.879156718,2.787368982,2.013986656,3.523693797,2.921652013,2.700255355,4.263485295,3.456777877,3.101693941,2.591790075,3.012103522,2.71482786,3.001528441,3.734286333,3.152798921,2.866483441,3.335100729,1.993166423,2.906012291,2.41909807,3.257427938,3.508186674,3.143353789,3.17201615,2.749902617,2.14848816,2.060893006,3.316813673,2.7880916,3.082464352,3.962192572,2.60872649,2.482182936,2.700448047,3.448187303,1.943111234,2.462078841,2.611880032,2.701414182,3.126852342,2.010464607,3.219083449,2.535761241,2.268469413,3.407479569,3.407772502,2.315052572,2.951696902,2.132669581,3.164517573,2.336110512,3.758123961,4.438905507,3.05876459,2.304939142,3.228466563,2.951719738,3.157448473,3.661613407,0,2.728877213,2.556117786,2.668775489,2.128528089,3.473765102,2.072067518,3.613724845,2.768663826,3.571952941,2.018028025,3.143891783,2.813647863,3.520487241,2.732484229,3.013188172,3.347855373,3.199917216,3.041838347,3.74929245,2.335863985,2.699392742,3.534636828,3.277428725,2.929079887,2.672233708,3.596736703,3.883111009,3.288103343,3.744314195,2.746057163,4.271296425,3.120817328,3.467291011,2.51364204,3.363068804,3.633289335,2.582652427,3.053074765,3.176120828,4.446501535,2.946643004,2.530120465,3.267451359,2.612277036,1.824726391,3.495064477,3.267741417,4.098591415,3.262582191,2.743115652,2.075176918,2.917842159,3.970993683,3.014704297,2.120274845,3.731006586,2.489495289,2.247873039,3.770098074,3.213576595,2.138002975,2.621967306,3.70310739,3.692694886,3.716247497,2.255092657,2.958287419,3.259174549,3.38053969,2.503023004,3.138099468,2.359602344,3.104694195,2.559154946,3.469014807,2.878565067,3.329285374,3.382081494
WEB104_,3.675535342,1.671075678,1.614612979,3.751647728,2.612857225,1.723216228,1.19083961,3.496951744,2.750796868,3.622153698,1.82895902,1.219672236,2.337208931,3.227058358,3.35141589,2.899911769,2.693005335,4.137454639,1.19127797,2.724275756,2.638960385,1.429718521,2.221137137,1.973992716,1.316231407,2.957346881,2.25515009,3.055885948,2.542338562,1.526698288,3.340721293,3.617820155,1.843088126,1.819891447,2.130794339,3.019038887,3.157822859,1.524170048,1.358035155,3.057545098,2.493130811,1.248785907,1.864653481,3.169952964,2.745831175,2.625547961,1.372977296,3.432376427,2.31523338,2.314376674,2.77261243,1.798843212,3.535368973,3.071055713,2.430274337,4.109836249,3.261266301,3.830963435,2.567632056,3.606673628,2.771132992,2.227739039,3.01822626,2.454427958,2.859648742,1.909559269,1.307501302,2.866824012,1.88119098,2.728877213,0,2.241787597,1.891864712,2.286179745,2.061839746,2.196925849,2.345338491,1.899323662,2.403767301,2.467174773,2.111843246,2.97087713,2.596279849,2.198406757,1.833548143,3.642453343,2.108289702,2.766376332,2.065968515,2.388846703,2.762645903,1.355002632,3.677428107,1.945535772,2.032419201,2.256278792,2.234341429,2.571427602,2.399853906,2.903229566,3.732840072,1.821017497,3.60509576,1.557136401,1.43500396,2.671468914,2.37027176,2.996846338,2.191676101,2.405479372,1.46367821,1.869129207,1.926530147,1.161632247,2.241622911,3.279200752,2.003747152,3.6718497,1.860456303,3.559301312,3.188141429,2.160539695,2.509510569,2.984601906,2.849423456,4.613593403,1.835486808,2.744984176,2.705118114,3.241431867,2.140176913,2.65616176,1.972353767,2.313669702,2.317837306,1.875380103,2.292766441,3.100316176,2.233269361,1.34914255,1.038422559,1.540853264,1.856172666,2.510055485,3.798326097,2.82200985,2.518450125,2.91365826
WEB211_,4.084537565,3.135346689,2.259094317,3.745820416,4.18287186,2.778998392,2.034429223,3.96165663,3.498464015,3.985639492,3.309805676,2.699838408,2.807051568,3.911583129,4.004527407,3.397022778,4.111916601,4.411354303,2.692686475,3.10448088,3.35594689,2.771925545,2.998273783,3.62808806,2.553005921,3.81421094,3.214307569,3.069642372,3.579206549,2.221086407,3.731229166,3.810538116,2.686760181,2.965889472,3.277131641,3.028904234,3.286573949,3.018252534,2.706688505,3.508514038,3.874216377,2.443456453,2.816378199,3.099606598,2.871204302,2.910810228,2.583087186,3.672241405,2.968776427,3.131444586,2.831509751,3.223947885,3.861736593,3.175506773,3.39071779,4.361533872,2.853218055,4.162321315,2.673012381,3.817340928,3.363377692,3.522510982,4.334150799,2.985795248,2.948153769,3.151496229,2.769384393,3.640161849,3.317756317,2.556117786,2.241787597,0,3.216620744,2.56290322,2.344281511,2.917175141,1.996896634,2.803094149,3.540080467,2.801884423,3.126350266,3.632877594,3.59118471,3.057467889,3.302734989,3.833086248,3.003872014,3.010553325,3.830122232,3.262584148,2.985792792,3.227399289,4.087974787,2.848799915,3.036073402,3.369457291,3.794492692,2.553139921,3.611719316,3.243482087,2.797959489,3.021812918,3.939971032,2.739747668,3.358305196,3.768083593,2.386675081,3.465917171,3.100012713,4.192004729,2.530960426,2.469362478,3.03207278,2.69060775,2.326540137,3.920483252,3.202241801,3.756995695,2.163645145,4.019898799,3.166494274,2.971821158,3.831580367,3.658767782,3.175910081,4.754567382,2.875035807,3.214504714,3.075651689,3.585507329,2.733689316,2.958031934,3.441907531,3.556127788,3.430750991,2.365443483,3.115560265,3.219462154,3.37838699,1.825540002,2.228050146,2.392063107,2.442991665,3.39863352,4.232370597,3.776566793,3.333935541,2.462947716
WEB42_,3.037434463,1.658917519,2.418965405,3.07966578,3.349338941,2.672265819,2.104258628,2.754825529,3.859235094,3.023233156,2.003897512,2.426175432,2.568798134,3.933254724,2.576404612,3.303465946,3.795588849,3.403478626,1.622595073,1.697099696,2.102159072,1.155509547,3.345481618,2.76533448,2.073644979,1.659508681,3.416285579,2.350631321,1.408438687,2.194436648,2.736251712,3.06829906,3.125974246,3.056282704,1.310939036,2.38555617,2.938436146,2.064420732,1.588897126,2.392341004,3.528909032,2.431786443,1.224955632,2.944221552,2.454759137,2.644179549,2.307815678,3.105471227,3.192240979,3.460462519,2.650561784,3.034742727,2.554433115,2.343358427,3.54625677,3.542089434,2.901742789,2.841371515,3.086453991,2.921678623,1.819429511,3.538931204,4.194752736,1.942631028,1.918823053,3.163372735,1.874116547,3.201267171,3.004032417,2.668775489,1.891864712,3.216620744,0,2.250089028,3.167663297,2.623013681,3.26031865,2.962531039,3.502104737,2.681288967,1.370908523,1.489825242,3.643260761,3.113284091,1.413055472,2.924828249,3.35862419,2.363123796,1.618547375,1.644466258,1.843896719,2.124167061,2.947846652,3.121155356,1.329306056,3.458432798,3.143366062,2.474095356,3.51390504,2.064514409,4.268957847,2.808262601,3.004338978,2.368660544,2.320288419,3.526657458,1.991462655,2.728146783,2.253109015,3.36752609,2.633523383,2.915159814,3.230344266,2.072596503,2.503834122,2.434953191,3.269607443,3.312432255,2.434568707,2.714165221,2.413331799,1.810529586,3.640922152,1.713449915,2.104686811,4.03325092,1.267376464,2.195013152,2.384162612,2.586082676,1.400759433,2.289072537,3.280700224,3.553065256,3.646576247,2.365041118,1.242136516,2.74307853,3.254672651,2.589348266,1.938664008,2.29616341,3.271186238,1.203727639,3.079776724,1.780373232,3.577241863,3.069799797
WEB107_,3.103726678,2.727815052,2.761109261,2.837471334,4.006465946,2.629868295,2.474262225,3.02076823,3.614295026,3.045658192,2.749680741,2.530328496,2.383619464,3.755570513,3.108546505,3.114335697,4.173439846,3.076803111,2.563054842,2.251634869,2.088480273,2.281393913,3.094340179,3.512136988,2.652400196,2.473479549,3.420966729,2.322008156,2.2613735,2.166985903,2.85078473,3.048841217,3.181314717,2.996720956,2.587617923,2.260305273,2.822364767,2.817338127,2.348306183,2.606584684,3.900852909,2.44862178,1.763673043,2.309958522,2.696880608,2.418773495,2.312653062,2.975822417,2.642900894,3.284641675,2.669361141,3.073519838,2.448936295,2.12311123,3.445920223,3.430600831,2.496613611,3.042787076,2.393149851,2.774437318,2.071341619,3.662777927,4.404452352,2.476726571,2.185091722,3.215929173,2.326713411,2.904572338,3.443413976,2.128528089,2.286179745,2.56290322,2.250089028,0,3.1808753,2.628255888,3.068957161,2.820553866,3.495025822,2.425260688,2.450953969,2.511357628,3.569015624,2.71823131,2.582835051,2.939679561,3.250341482,2.503483158,3.181997127,2.052231133,2.351832275,2.987029735,3.009106912,2.884941437,1.857416425,3.493071167,3.71834835,2.588298221,3.703107088,2.350095773,3.706414666,2.93444814,2.966100628,2.329406236,3.076149471,3.690035106,2.183948456,2.81851762,2.746253796,4.149398131,2.712382514,2.662160371,3.183701864,2.669412708,1.956293242,2.471705004,3.324666595,3.560799129,2.693873,2.605810542,2.54302753,2.4334638,3.901618542,2.753837683,2.108504677,3.537435066,1.799270087,2.279482293,2.980235914,2.78774334,1.804899318,2.827161747,3.492218179,3.6314978,3.717545069,2.426268512,2.625133164,2.942089011,3.280929318,2.283708917,2.540077241,2.122336632,3.033983855,2.190349599,3.128796631,2.407520523,3.448636891,2.902829769
FW_008_,4.3810968,2.931060672,1.163423045,4.461867322,3.479476895,2.475222424,1.574569229,4.541469755,3.528731821,4.347754061,3.165126705,2.234457026,3.212957425,4.171073058,4.311106324,3.755258367,3.283763015,5.0824979,1.972343953,3.748841559,3.905597131,2.379722688,2.806503486,2.884274518,1.486369882,3.974561835,3.025658046,3.673704756,3.631586646,2.297375867,4.039217112,4.260058399,1.575985139,2.73987742,3.126019336,3.728590559,4.305740951,2.726945445,2.774757454,3.79114673,3.28826341,1.952381871,2.77979287,3.661202813,3.065250322,3.386041023,2.21861789,4.528422996,2.839905464,3.231764915,3.015726539,2.668598503,4.444839168,3.616623852,3.211400721,4.747008369,3.660866486,4.778000368,3.383183621,4.232547516,3.527193855,2.925328702,3.51335916,3.322829307,3.886423406,2.77012276,2.867555027,3.405591824,2.923932293,3.473765102,2.061839746,2.344281511,3.167663297,3.1808753,0,3.224286176,1.243675977,2.483066565,3.16663708,3.241677609,3.043707175,4.010315868,3.435458049,3.071661885,2.860365294,4.304334861,2.635293609,3.313904069,3.37213074,3.049449725,3.756349573,2.347484142,4.495802466,2.802958895,2.933827585,3.095074837,3.084116878,2.723598243,2.884673759,3.8390705,3.603773763,3.042683492,4.238786566,2.190560058,2.572718309,3.577330626,3.085257029,3.295427853,3.473664443,2.945045287,2.103365191,2.742307299,2.602482761,2.144550414,2.916209761,4.346191319,2.891476361,4.510825549,1.458478341,4.253253891,3.87739134,2.82541205,3.245664995,4.151452256,3.80065153,5.098901493,2.749446749,3.362993952,3.230516922,3.854963661,3.032499023,3.56057673,2.558613122,3.079566499,2.757312937,1.964357928,3.338646372,3.61149866,3.273645475,1.636020677,1.941544296,2.262208925,1.903584356,3.761639136,4.585142317,3.844773176,3.334270728,2.467484647
WEB18_,4.427694798,2.79584601,3.093943357,4.343653177,2.462670547,1.453092967,2.748151146,3.497971961,2.076213159,4.458980303,2.128844341,1.825390526,1.593577888,2.265769223,3.479913755,1.713808737,2.740694187,4.337840816,2.718291656,3.360198798,3.267057822,2.632115429,1.813749752,2.459010215,2.680944786,3.445729009,1.864807651,2.740615537,3.181571424,1.87925358,4.128469657,4.447628968,2.212065439,1.975793758,2.811527207,2.962681708,1.898555945,2.735689462,2.394010095,3.879825831,2.44951938,1.977278584,2.612381406,3.811261413,4.074577194,1.834635854,1.974131341,2.319996712,1.737168884,1.753613017,1.879267602,1.971178466,3.179078431,3.229193266,1.980171084,4.306743059,3.443979412,3.991599039,1.448386997,4.27278669,3.034975845,2.346441179,2.887825801,3.630433179,3.248900785,1.886498117,2.394296427,2.806969456,2.470108152,2.072067518,2.196925849,2.917175141,2.623013681,2.628255888,3.224286176,0,3.643303082,1.680927107,2.107840931,1.676561397,3.433689491,3.196198872,2.035615034,1.663665089,2.859357858,4.234435444,1.886194223,3.744754331,3.324904052,2.537661695,3.466775938,2.642470236,4.042352827,1.684594522,2.90621314,2.269158538,2.461573206,3.888274605,2.26205199,3.471490332,4.83787414,1.979346994,4.351965128,2.097912302,2.248843006,2.150938752,3.358739622,3.517518435,3.04820962,3.139180485,1.945182199,1.564880094,1.998758462,1.739451713,2.483057022,3.980991436,1.879080542,4.497628791,3.31468427,3.570478788,2.703505473,3.353887733,2.466633119,3.326824781,2.902953997,4.723549132,2.564688086,3.137694375,4.210964209,4.114070852,2.609580926,3.334510915,2.380658267,2.230681529,2.27850063,1.877034035,3.263598366,4.08775778,1.95907664,2.099120547,2.964402196,1.603641009,2.147666351,2.888122242,4.294988311,3.316328803,1.918915776,4.075648222
WEB248_,3.97087515,3.212679405,1.248440829,4.015099951,4.279774241,3.11466933,1.663288364,4.504438448,4.100906989,3.955550559,3.647681759,2.787128491,3.602737241,4.711201025,4.388637035,4.21631993,4.114645194,4.748797163,2.257597234,3.478946094,3.789777972,2.473396283,3.458829353,3.620390667,1.882968765,3.958226346,3.681804012,3.559307786,3.682563921,2.598339287,3.68920221,3.816759937,2.508841718,3.283206603,3.334373946,3.71386941,4.465023103,3.086511228,3.001948701,3.459730503,4.051850345,2.403819627,2.792848121,3.382969827,2.423350056,3.724529114,2.646448204,4.722545138,3.396534101,3.806350616,3.23041249,3.358279633,4.323111374,3.518527075,3.857423404,4.514689125,3.457592485,4.611166091,3.647395737,4.054324945,3.46251937,3.683448665,4.360606531,3.021712599,3.553113541,3.460328303,3.091501087,3.74126554,3.560290086,3.613724845,2.345338491,1.996896634,3.26031865,3.068957161,1.243675977,3.643303082,0,3.137242511,3.852365188,3.613081639,2.907768263,3.847757562,4.052842362,3.600987654,2.971586049,3.843443385,3.323165739,2.875184572,3.67745498,3.267018736,3.425117151,2.86737976,4.199448772,3.345230618,2.895287012,3.740114718,3.847456413,2.050609896,3.678673769,3.62357031,2.700115232,3.503949255,3.848702,2.696194963,3.272989694,4.251238603,2.59829851,3.30662001,3.608303244,3.78650025,2.628955236,3.233095451,3.288583261,2.746615699,2.962301874,4.103122235,3.589833289,4.245344037,1.158794804,4.144196001,3.758466524,2.644509253,4.010609211,4.098509512,3.628452498,4.891058182,2.787461317,3.366434068,2.640670848,3.476951176,2.929543566,3.456113403,3.382366813,3.790681438,3.523038859,2.474778372,3.239718994,3.09002193,3.826879705,1.920841032,1.882970321,2.760335669,2.56865931,3.737795537,4.28802407,3.804799137,3.923430681,1.757927278
WEB221_,4.780365384,2.645678078,2.592773379,4.666431605,1.957621806,0.575394681,2.258817389,4.351358657,1.423528916,4.80055478,2.020528351,1.231530894,1.518555952,1.879497618,4.178281689,1.5909544,1.982026639,4.932767291,2.45697266,3.819906724,3.692480776,2.700055418,0.62272829,1.927023054,2.236555872,3.950684268,1.003457813,3.320127479,3.453296639,1.616010283,4.502260444,4.795367257,1.295710051,1.153663913,2.990923447,3.131283264,2.890827569,2.443161759,2.258869805,4.225642259,1.74950485,1.536364488,2.66198967,4.060354712,4.084969027,1.887845373,1.694440107,3.090483837,1.079834424,1.175398515,2.590370291,1.28933326,3.856523159,3.37680766,1.11914081,4.879443336,3.750727324,4.616883696,1.844555536,4.488069852,3.46122874,1.425777048,2.038503284,3.767863072,3.82901716,0.99192322,2.148310054,3.327221715,1.800877178,2.768663826,1.899323662,2.803094149,2.962531039,2.820553866,2.483066565,1.680927107,3.137242511,0,1.260448566,1.635550359,3.462035405,3.795380012,1.265813465,1.236132427,2.992334435,4.668036809,0.841150948,3.965964242,3.271473039,2.871127876,3.804968575,2.200399366,4.570974574,0.752499509,3.085269955,1.466003271,1.819569628,3.834771457,1.335217286,3.75873853,4.670588943,1.405947861,4.702501729,2.142398659,1.736167705,1.58962228,3.606263062,3.5984875,2.984823333,2.488782855,1.037432097,0.884086082,0.83204262,1.606110234,2.842978288,4.341709013,1.091666701,4.743689966,2.924250637,4.135589406,3.356298912,3.442605635,1.674400127,3.675149407,3.543946693,5.172732096,2.768151346,3.508470014,4.16340065,4.425082134,2.917868659,3.711654984,1.482583154,1.322613887,1.383775902,1.754805471,3.564773759,4.367237393,1.256294122,1.882097066,2.689403711,1.417867479,1.141628143,3.43124489,4.784072895,3.734515028,1.132770256,3.902191493
WEB220_,5.485165824,2.970192668,3.27845179,5.428520053,1.355798812,1.435438587,2.91610416,5.074295756,0.841122688,5.494093386,2.309332933,1.638817678,2.274824132,1.481264167,4.91415489,1.955626023,1.184672084,5.59804859,3.024212586,4.556543178,4.144044174,3.367199744,0.903136316,1.61213651,2.81345438,4.612868937,0.692661336,4.209843217,4.015743068,2.170203093,5.22854573,5.553530019,1.875112996,0.976045651,3.690158209,4.026900026,3.266135105,2.583874627,2.638720782,4.977274163,0.938057101,2.333306117,3.400120192,4.946396832,4.844190303,2.706966128,2.513132777,3.356841059,1.501512736,0.945288946,3.426411788,1.210174133,4.572972674,4.325768386,0.489216815,5.585141884,4.664681727,5.311282005,2.247699555,5.28251704,4.271546564,0.793480197,1.205895424,4.400364786,4.566311858,0.900217555,2.39030853,3.738442044,1.405186366,3.571952941,2.403767301,3.540080467,3.502104737,3.495025822,3.16663708,2.107840931,3.852365188,1.260448566,0,2.389975208,4.080859559,4.413071732,0.554171593,1.417028956,3.57980235,5.427384963,0.899107559,4.754388567,3.543794552,3.622995298,4.563879134,2.312493881,5.263041558,0.921667677,3.794979283,0.667898386,1.231883035,4.618096392,0.732971869,4.598898708,5.386033336,1.180673553,5.411222653,2.719457971,1.843365117,0.74288449,4.400023683,4.39923789,3.248469324,2.13406061,1.449102452,1.419003223,0.701871146,2.126750534,3.65185599,4.870426206,0.788405202,5.061473171,3.669600744,4.887268615,4.216313826,4.1842562,0.804181943,4.262394881,4.321534014,5.900678745,3.48199156,4.374433918,4.828752807,5.184353004,3.736873436,4.452688626,1.16471716,0.546437883,1.104719682,2.732323829,4.230567263,5.110260724,0.614986439,2.440212309,3.202621383,2.037387307,1.572914436,4.036826052,5.460549994,4.351539822,0.743954764,4.798379345
WEB308_,4.55995573,2.649208501,3.064020195,4.150547498,2.834683745,1.697177542,2.627551397,3.864446791,2.36646315,4.552862814,2.00750245,2.173785328,0.316266756,2.125172635,3.722530305,1.086926726,3.136511581,4.5146562,2.783219487,3.306191406,3.363995039,2.805741849,1.805366933,2.690504971,2.759413488,3.389334528,2.13465937,2.532838381,3.109845528,1.825706468,4.272059642,4.526772029,2.484482787,2.273250873,2.685451343,2.080628988,1.975386111,2.718630689,2.258265422,3.969023164,2.782512006,2.346772149,2.422162392,3.82035632,3.950067027,0.397523819,2.333076816,2.042739157,1.561298516,2.145668043,2.292231413,2.502944889,3.162731654,2.632230018,2.205258589,4.627680456,3.15458348,4.02449931,1.570515284,4.075183956,3.010869272,2.696465173,3.29580332,3.476175637,3.129770063,2.229991031,2.358309162,3.606599258,2.648080748,2.018028025,2.467174773,2.801884423,2.681288967,2.425260688,3.241677609,1.676561397,3.613081639,1.635550359,2.389975208,0,3.281276617,3.152070481,2.288909413,1.690174068,3.058016389,4.331155386,2.138308613,3.786653102,3.385945181,2.540169411,3.242140416,2.896453369,4.300410438,1.929062016,2.970210109,2.489043149,2.73598343,3.733742406,2.561740001,3.112141851,4.635837388,2.116486294,4.44607584,2.612762048,2.537906388,2.312508175,3.271460274,3.384362795,2.7487612,3.553101347,1.955528007,1.516829153,2.210388748,2.322444389,2.64834675,4.019223284,2.326142265,4.232952686,3.21601785,3.668029325,2.481552937,3.426344557,2.801315392,2.838302371,3.071104651,4.891194515,2.674286552,3.258172735,4.019637006,4.170715092,2.474497783,3.44640372,2.781851436,2.616278323,2.741168874,1.908232775,3.207764889,4.161648146,2.20161117,2.486605327,3.045435203,1.640058395,2.285743318,2.811532022,4.518084297,3.474229158,2.0802971,3.922334013
WEB207_,2.764526806,1.743253929,2.160804885,2.776347652,4.028802389,3.289468906,1.988648844,3.076873202,4.465234776,2.558352781,2.490679953,2.914671003,3.171152974,4.636319784,2.970283466,3.986072357,4.342821885,3.595942778,1.630337955,1.733270358,2.274878009,1.385758949,3.864427591,3.269408348,2.0549192,1.913318123,4.025478717,2.682722615,1.585565682,2.640457586,2.373835253,2.568368457,3.448863267,3.533711649,1.723752409,2.592594556,3.793909132,2.188195738,1.982454056,1.996829885,4.113036295,2.821554885,1.534010215,2.649314674,1.618891271,3.237518003,2.763636476,3.946762108,3.762454998,4.08562038,3.287613526,3.578049492,3.062574974,2.417819456,4.142613382,3.606254572,2.885801282,3.123816475,3.734454267,2.739303378,2.072171684,4.027307732,4.741396752,1.029121955,2.003443592,3.740130529,2.229058493,3.61008394,3.420114969,3.143891783,2.111843246,3.126350266,1.370908523,2.450953969,3.043707175,3.433689491,2.907768263,3.462035405,4.080859559,3.281276617,0,2.027386038,4.267000017,3.731024167,1.568006831,2.732387004,3.879741363,1.98560823,1.860520597,2.053920165,1.759472099,2.498617899,3.058531289,3.676311704,1.604178298,3.967099097,3.714060171,1.671972951,4.074411249,1.895508192,3.832406493,3.330670732,2.592186365,2.771560922,2.882672661,4.220088222,1.568661815,2.621212245,2.254974988,3.801605102,2.986842178,3.413858884,3.71394524,2.674786932,2.665841519,2.410686328,3.851607821,3.142241257,2.007862576,2.941272846,2.956344549,1.392615352,4.2172827,2.085648611,2.357639693,4.058087983,1.657970462,2.43357555,1.437941835,2.100077742,1.764537523,2.588212273,3.744977716,4.11581276,4.182195281,2.788138825,1.362451322,2.323539364,3.849836111,2.794076306,1.740439732,2.803451117,3.590062792,1.655276691,3.031109289,2.140793526,4.187752181,2.458305386
WEB63_,2.716141243,2.681559436,3.320175184,2.507218278,4.380048147,3.498175429,3.042441541,2.644138863,4.620311026,2.756496447,3.011824468,3.384388043,3.064416241,4.571769826,2.784051859,3.838634148,4.834027103,2.714266851,2.776763417,1.275512822,2.261964704,2.111269924,4.175713304,3.881783849,3.127261354,1.693444496,4.289817754,2.029553944,1.733374315,2.869206742,2.501071174,2.776962679,4.043511605,3.923743527,2.221851323,2.230149362,2.975235077,3.084717089,2.52986497,2.236073169,4.53417398,3.364284466,1.762821332,2.877096352,2.604815364,3.023711281,3.202534741,3.185485659,3.913697442,4.254039416,2.834422252,3.985573009,1.652617579,2.088601098,4.398347998,3.081844517,2.839183596,2.322953306,3.469552775,2.900586742,1.534545429,4.56369592,5.214517114,2.284416826,1.615209969,4.118656961,2.814670139,3.763537109,4.057548985,2.813647863,2.97087713,3.632877594,1.489825242,2.511357628,4.010315868,3.196198872,3.847757562,3.795380012,4.413071732,3.152070481,2.027386038,0,4.490521976,3.913778372,2.380238247,2.403662162,4.260659332,2.398110037,2.732311446,2.02931784,1.711086857,3.229010672,2.499528271,3.938303235,1.826682151,4.404655342,4.202827187,2.722091043,4.496667172,2.123705597,4.505325311,3.700272415,2.690294114,3.250288391,3.526034482,4.38222086,1.981070277,3.197394548,2.977768255,4.536401178,3.578605504,3.667704622,4.16787363,3.153736325,2.806512118,2.071061326,4.226450337,3.40326758,3.194301619,2.180873737,1.961307621,2.27890736,4.631788403,1.724407641,1.641919182,3.472396238,1.803089498,2.30983558,2.786092422,2.403638439,1.759818555,2.679567687,4.346474927,4.502301516,4.613662296,3.078234911,1.786861732,2.643207448,4.115707688,3.316147332,2.925829789,3.117573674,4.145641506,1.424662841,2.606817429,1.565477833,4.378293424,3.24160159
WEB239_,5.566760402,3.196001794,3.513390142,5.485569396,1.608025068,1.474681547,3.120782337,5.091067716,0.554572504,5.596810186,2.443821969,1.822023364,2.180422941,1.152283545,4.951756217,1.697931441,1.542414989,5.610158966,3.265913013,4.631777153,4.267948014,3.537485153,0.861954254,1.982764004,3.077557717,4.735066781,0.657655665,4.181607267,4.161127275,2.312339135,5.329869969,5.647453779,2.124914665,1.150293348,3.797197584,3.99299587,3.100299081,2.872779498,2.805047116,5.081911193,1.257214592,2.423327844,3.519440192,5.015096862,4.993480644,2.599096413,2.583361106,3.245794472,1.517246989,0.787751411,3.419686772,1.455853276,4.565239162,4.327985137,0.437730433,5.629807015,4.678104135,5.338592741,2.128292791,5.367009562,4.347492881,1.112455452,1.45095035,4.553239772,4.594522373,1.051554156,2.5596012,3.898118853,1.721071349,3.520487241,2.596279849,3.59118471,3.643260761,3.569015624,3.435458049,2.035615034,4.052842362,1.265813465,0.554171593,2.288909413,4.267000017,4.490521976,0,1.375711758,3.728616628,5.48480864,1.002877451,4.856932307,3.783574938,3.74390738,4.610403188,2.646377404,5.308140833,0.901102695,3.931403739,0.949309586,1.611482701,4.770040557,1.070314123,4.61353779,5.440096072,1.278345768,5.515889914,2.912759099,2.119970892,0.820071273,4.494030167,4.496235154,3.403688161,2.529358015,1.644122674,1.374562958,0.924671941,2.300460669,3.708247355,5.007064671,0.937155382,5.222058759,3.876629829,4.937467942,4.142203344,4.332236625,1.133557242,4.302310458,4.337455234,5.953614928,3.620105764,4.454757781,4.98280927,5.294773728,3.789410573,4.488062616,1.543853254,0.806559865,1.293756502,2.824485764,4.346371492,5.214808127,0.611013507,2.63442257,3.422184129,2.206356621,1.77061013,4.12640928,5.537101309,4.465031765,0.405513495,4.939805975
