"Ictalurus_nebulosus" "benthic_detritus"
"Cyclops_bicuspidatus" "Bosmina_longirostris"
"Cyclops_bicuspidatus" "Conochiloides_dossuarius"
"Cyclops_bicuspidatus" "Keratella_crassa"
"Cyclops_bicuspidatus" "Euchlanis_calpidia"
"Cyclops_bicuspidatus" "Euchlanis_sp."
"Cyclops_bicuspidatus" "Synchaeta_sp."
"Cyclops_bicuspidatus" "Colletheca_mutabilis"
"Cyclops_bicuspidatus" "copepod_nauplii"
"Cyclops_bicuspidatus" "Gymnodinium_palustre"
"Cyclops_bicuspidatus" "Peridinium_inconspicuum"
"Cyclops_bicuspidatus" "Peridinium_wisconsinense"
"Eucentrum_sp." "Asplanchna_sp."
"Keratella_cochlearis" "Asplanchna_sp."
"Keratella_taurocephala" "Asplanchna_sp."
"Kelicottia_bostoniensis" "Asplanchna_sp."
"Asplanchna_sp." "Lepadella_cristata"
"Asplanchna_sp." "Ascomorpha_ecaudis"
"Asplanchna_sp." "Conochiloides_unicornis"
"Asplanchna_sp." "Polyarthra_vulgaris"
"Asplanchna_sp." "Trichocerca_pusilla"
"Asplanchna_sp." "Gastropus_stylifer"
"Asplanchna_sp." "Polyarthra_major"
"Asplanchna_sp." "Trichocerca_multicrinis"
"Asplanchna_sp." "Monostyla_lunaris"
"Asplanchna_sp." "Conochiloides_dossuarius"
"Asplanchna_sp." "Keratella_crassa"
"Asplanchna_sp." "Euchlanis_calpidia"
"Asplanchna_sp." "Euchlanis_sp."
"Asplanchna_sp." "Synchaeta_sp."
"Asplanchna_sp." "Colletheca_mutabilis"
"Asplanchna_sp." "Gymnodinium_palustre"
"Asplanchna_sp." "Peridinium_inconspicuum"
"Asplanchna_sp." "Peridinium_wisconsinense"
"Lepadella_cristata" "Cryptomonas_erosa"
"Lepadella_cristata" "Cryptomonas_ovata"
"Lepadella_cristata" "nanoflagellates"
"Ascomorpha_ecaudis" "Cryptomonas_erosa"
"Ascomorpha_ecaudis" "Cryptomonas_ovata"
"Ascomorpha_ecaudis" "nanoflagellates"
"Ascomorpha_ecaudis" "Euglena_acus"
"Conochiloides_unicornis" "Cryptomonas_erosa"
"Conochiloides_unicornis" "Cryptomonas_ovata"
"Conochiloides_unicornis" "nanoflagellates"
"Polyarthra_vulgaris" "Cryptomonas_erosa"
"Polyarthra_vulgaris" "Cryptomonas_ovata"
"Polyarthra_vulgaris" "nanoflagellates"
"Trichocerca_pusilla" "Cryptomonas_erosa"
"Trichocerca_pusilla" "Cryptomonas_ovata"
"Trichocerca_pusilla" "nanoflagellates"
"Gastropus_stylifer" "Cryptomonas_erosa"
"Gastropus_stylifer" "Cryptomonas_ovata"
"Gastropus_stylifer" "nanoflagellates"
"Polyarthra_major" "Cryptomonas_erosa"
"Polyarthra_major" "Cryptomonas_ovata"
"Polyarthra_major" "nanoflagellates"
"Trichocerca_multicrinis" "Cryptomonas_erosa"
"Trichocerca_multicrinis" "Cryptomonas_ovata"
"Trichocerca_multicrinis" "nanoflagellates"
"Monostyla_lunaris" "Cryptomonas_erosa"
"Monostyla_lunaris" "Cryptomonas_ovata"
"Monostyla_lunaris" "nanoflagellates"
"Bosmina_longirostris" "Cryptomonas_erosa"
"Bosmina_longirostris" "Cryptomonas_ovata"
"Bosmina_longirostris" "nanoflagellates"
"Conochiloides_dossuarius" "Cryptomonas_erosa"
"Conochiloides_dossuarius" "Cryptomonas_ovata"
"Conochiloides_dossuarius" "nanoflagellates"
"Keratella_crassa" "Cryptomonas_erosa"
"Keratella_crassa" "Cryptomonas_ovata"
"Keratella_crassa" "nanoflagellates"
"Euchlanis_calpidia" "Cryptomonas_erosa"
"Euchlanis_calpidia" "Cryptomonas_ovata"
"Euchlanis_calpidia" "nanoflagellates"
"Euchlanis_calpidia" "Euglena_acus"
"Euchlanis_sp." "Cryptomonas_erosa"
"Euchlanis_sp." "Cryptomonas_ovata"
"Euchlanis_sp." "nanoflagellates"
"Euchlanis_sp." "Euglena_acus"
"Synchaeta_sp." "Cryptomonas_erosa"
"Synchaeta_sp." "Cryptomonas_ovata"
"Synchaeta_sp." "nanoflagellates"
"Colletheca_mutabilis" "Cryptomonas_erosa"
"Colletheca_mutabilis" "Cryptomonas_ovata"
"Colletheca_mutabilis" "nanoflagellates"
"copepod_nauplii" "Cryptomonas_erosa"
"copepod_nauplii" "Cryptomonas_ovata"
"copepod_nauplii" "nanoflagellates"
"Alona_rectangula" "Notemigonus_crysoleucas"
"Chydorus_sphaericus" "Notemigonus_crysoleucas"
"Eucentrum_sp." "Notemigonus_crysoleucas"
"Keratella_cochlearis" "Notemigonus_crysoleucas"
"Keratella_taurocephala" "Notemigonus_crysoleucas"
"Daphnia_catawba" "Notemigonus_crysoleucas"
"Kelicottia_bostoniensis" "Notemigonus_crysoleucas"
"Diaptomus_minutus" "Notemigonus_crysoleucas"
"Cyclops_bicuspidatus" "Notemigonus_crysoleucas"
"Asplanchna_sp." "Notemigonus_crysoleucas"
"Lepadella_cristata" "Notemigonus_crysoleucas"
"Ascomorpha_ecaudis" "Notemigonus_crysoleucas"
"Conochiloides_unicornis" "Notemigonus_crysoleucas"
"Polyarthra_vulgaris" "Notemigonus_crysoleucas"
"Trichocerca_pusilla" "Notemigonus_crysoleucas"
"Gastropus_stylifer" "Notemigonus_crysoleucas"
"Polyarthra_major" "Notemigonus_crysoleucas"
"Trichocerca_multicrinis" "Notemigonus_crysoleucas"
"Monostyla_lunaris" "Notemigonus_crysoleucas"
"Bosmina_longirostris" "Notemigonus_crysoleucas"
"Conochiloides_dossuarius" "Notemigonus_crysoleucas"
"Keratella_crassa" "Notemigonus_crysoleucas"
"Euchlanis_calpidia" "Notemigonus_crysoleucas"
"Euchlanis_sp." "Notemigonus_crysoleucas"
"Synchaeta_sp." "Notemigonus_crysoleucas"
"Colletheca_mutabilis" "Notemigonus_crysoleucas"
"copepod_nauplii" "Notemigonus_crysoleucas"
