"Ictalurus_nebulosus" "benthic_detritus"
"Daphnia_ambigua" "Notemigonus_crysoleucas"
"Daphnia_parvula" "Notemigonus_crysoleucas"
"Colletheca_mutabilis" "Notemigonus_crysoleucas"
"Diaphanosoma_birgei" "Notemigonus_crysoleucas"
"copepod_nauplii" "Notemigonus_crysoleucas"
"Tropocyclops_prasinus" "Notemigonus_crysoleucas"
"Eucyclops_agilis" "Notemigonus_crysoleucas"
"Mesocyclops_edax" "Notemigonus_crysoleucas"
"Epishura_lacustris" "Notemigonus_crysoleucas"
"Asplanchna_sp." "Notemigonus_crysoleucas"
"Leptodora_kindtii" "Notemigonus_crysoleucas"
