"Ictalurus_nebulosus" "benthic_detritus"
"Conochiloides_dossuarius" "Osmerus_mordax"
"Synchaeta_sp." "Osmerus_mordax"
"Leptodora_kindtii" "Osmerus_mordax"
"Colletheca_mutabilis" "Osmerus_mordax"
"Diaphanosoma_birgei" "Osmerus_mordax"
"copepod_nauplii" "Osmerus_mordax"
"fish_fry" "Semotilus_corporalis"
"Daphnia_catawba" "Semotilus_corporalis"
"Daphnia_galeata" "Semotilus_corporalis"
"Daphnia_longiremis" "Semotilus_corporalis"
"Diaptomus_minutus" "Semotilus_corporalis"
"Keratella_cochlearis" "Semotilus_corporalis"
"Keratella_taurocephala" "Semotilus_corporalis"
"Kelicottia_longispina" "Semotilus_corporalis"
"Tropocyclops_prasinus" "Semotilus_corporalis"
"Asplanchna_sp." "Semotilus_corporalis"
"Holopedium_gibberum" "Semotilus_corporalis"
"Mesocyclops_edax" "Semotilus_corporalis"
"Cyclops_vernalis" "Semotilus_corporalis"
"Trichocerca_cylindrica" "Semotilus_corporalis"
"Ascomorpha_ecaudis" "Semotilus_corporalis"
"Conochiloides_unicornis" "Semotilus_corporalis"
"Epishura_lacustris" "Semotilus_corporalis"
"Trichocerca_pusilla" "Semotilus_corporalis"
"Gastropus_stylifer" "Semotilus_corporalis"
"Polyarthra_major" "Semotilus_corporalis"
"Polyarthra_euryptera" "Semotilus_corporalis"
"Bosmina_longirostris" "Semotilus_corporalis"
"Conochiloides_dossuarius" "Semotilus_corporalis"
"Synchaeta_sp." "Semotilus_corporalis"
"Leptodora_kindtii" "Semotilus_corporalis"
"Colletheca_mutabilis" "Semotilus_corporalis"
"Diaphanosoma_birgei" "Semotilus_corporalis"
"copepod_nauplii" "Semotilus_corporalis"
"fish_fry" "Coregonus_artedii"
"Daphnia_catawba" "Coregonus_artedii"
"Daphnia_galeata" "Coregonus_artedii"
"Daphnia_longiremis" "Coregonus_artedii"
"Diaptomus_minutus" "Coregonus_artedii"
"Keratella_cochlearis" "Coregonus_artedii"
"Keratella_taurocephala" "Coregonus_artedii"
"Kelicottia_longispina" "Coregonus_artedii"
"Tropocyclops_prasinus" "Coregonus_artedii"
"Asplanchna_sp." "Coregonus_artedii"
"Holopedium_gibberum" "Coregonus_artedii"
"Mesocyclops_edax" "Coregonus_artedii"
"Cyclops_vernalis" "Coregonus_artedii"
"Trichocerca_cylindrica" "Coregonus_artedii"
"Ascomorpha_ecaudis" "Coregonus_artedii"
"Conochiloides_unicornis" "Coregonus_artedii"
"Epishura_lacustris" "Coregonus_artedii"
"Trichocerca_pusilla" "Coregonus_artedii"
"Gastropus_stylifer" "Coregonus_artedii"
"Polyarthra_major" "Coregonus_artedii"
"Polyarthra_euryptera" "Coregonus_artedii"
"Bosmina_longirostris" "Coregonus_artedii"
