link.citation,con.taxonomy,res.taxonomy,foodweb.name
Digel et al. (2014),Abax ovalis,Abax ovalis,HEW22
Digel et al. (2014),Abax parallelepipedus,Abax ovalis,HEW22
Digel et al. (2014),Carabidae sp. (juv),Abax ovalis,HEW22
Digel et al. (2014),Abax parallelepipedus,Abax parallelepipedus,HEW22
Digel et al. (2014),Carabidae sp. (juv),Abax parallelepipedus,HEW22
Digel et al. (2014),Lithobius mutabilis,Achipteria coleoptrata,HEW22
Digel et al. (2014),Lithobius cf. mutabilis (juv),Achipteria coleoptrata,HEW22
Digel et al. (2014),Lithobius sp.,Achipteria coleoptrata,HEW22
Digel et al. (2014),Geophilus ribauti,Achipteria coleoptrata,HEW22
Digel et al. (2014),Lithobius curtipes {l},Achipteria coleoptrata,HEW22
Digel et al. (2014),Lithobius sp. (juv) {l},Achipteria coleoptrata,HEW22
Digel et al. (2014),Lithobius sp2 {l},Achipteria coleoptrata,HEW22
Digel et al. (2014),Lithobius mutabilis,Acrotrichis sp.,HEW22
Digel et al. (2014),Lithobius cf. mutabilis (juv),Acrotrichis sp.,HEW22
Digel et al. (2014),Lithobius sp.,Acrotrichis sp.,HEW22
Digel et al. (2014),Geophilus ribauti,Acrotrichis sp.,HEW22
Digel et al. (2014),Geophilus insculptus,Acrotrichis sp.,HEW22
Digel et al. (2014),Strigamia acuminata,Acrotrichis sp.,HEW22
Digel et al. (2014),Malthodes sp. (juv),Acrotrichis sp.,HEW22
Digel et al. (2014),Rhagonycha lignosa,Acrotrichis sp.,HEW22
Digel et al. (2014),Athous subfuscus (juv) {m},Acrotrichis sp.,HEW22
Digel et al. (2014),Oxytelus sp. (juv),Acrotrichis sp.,HEW22
Digel et al. (2014),Amaurobius sp. (juv),Acrotrichis sp.,HEW22
Digel et al. (2014),Coelotes terrestris,Acrotrichis sp.,HEW22
Digel et al. (2014),Diplocephalus picinus,Acrotrichis sp.,HEW22
Digel et al. (2014),Hahnia pusilla,Acrotrichis sp.,HEW22
Digel et al. (2014),Linyphiidae (juv),Acrotrichis sp.,HEW22
Digel et al. (2014),Microneta viaria,Acrotrichis sp.,HEW22
Digel et al. (2014),Phalangiidae sp. (juv),Acrotrichis sp.,HEW22
Digel et al. (2014),Robertus lividus,Acrotrichis sp.,HEW22
Digel et al. (2014),Hahniidae sp. (juv),Acrotrichis sp.,HEW22
Digel et al. (2014),Clubionidae (juv),Acrotrichis sp.,HEW22
Digel et al. (2014),Lithobius curtipes {l},Acrotrichis sp.,HEW22
