link.citation,con.taxonomy,res.taxonomy,foodweb.name
Digel et al. (2014),Abax ovalis,Abax ovalis,HEW06
Digel et al. (2014),Abax parallelepipedus,Abax ovalis,HEW06
Digel et al. (2014),Cychrus attenuatus,Abax ovalis,HEW06
Digel et al. (2014),Abax parallelepipedus,Abax parallelepipedus,HEW06
Digel et al. (2014),Cychrus attenuatus,Abax parallelepipedus,HEW06
Digel et al. (2014),Lithobius muticus,Achipteria coleoptrata,HEW06
Digel et al. (2014),Lithobius cf. mutabilis (juv),Achipteria coleoptrata,HEW06
Digel et al. (2014),Lithobius sp.,Achipteria coleoptrata,HEW06
Digel et al. (2014),Geophilus ribauti,Achipteria coleoptrata,HEW06
Digel et al. (2014),Bythinus acutangulus,Achipteria coleoptrata,HEW06
Digel et al. (2014),Plectophoreus fischeri,Achipteria coleoptrata,HEW06
Digel et al. (2014),Scydmaenidae sp2,Achipteria coleoptrata,HEW06
Digel et al. (2014),Lithobius sp2 {l},Achipteria coleoptrata,HEW06
Digel et al. (2014),Lithobius sp3 {m},Achipteria coleoptrata,HEW06
Digel et al. (2014),Desoria violacea,algae,HEW06
Digel et al. (2014),Sminthurinus aureus,algae,HEW06
Digel et al. (2014),Eulohmannia ribagai,algae,HEW06
Digel et al. (2014),omnivorous nematodes,algae,HEW06
Digel et al. (2014),Enchytraeidae,algae,HEW06
Digel et al. (2014),Scutigerella immaculata {m},algae,HEW06
Digel et al. (2014),Campodea sp. {l},algae,HEW06
Digel et al. (2014),Discus rotundatus,algae,HEW06
Digel et al. (2014),Discus rotundatus (juv),algae,HEW06
Digel et al. (2014),Arion silvaticus,algae,HEW06
Digel et al. (2014),Pulmonata sp. (juv),algae,HEW06
Digel et al. (2014),Lithobius muticus,Amaurobius sp. (juv),HEW06
Digel et al. (2014),Lithobius cf. mutabilis (juv),Amaurobius sp. (juv),HEW06
Digel et al. (2014),Lithobius sp.,Amaurobius sp. (juv),HEW06
Digel et al. (2014),Geophilus ribauti,Amaurobius sp. (juv),HEW06
Digel et al. (2014),Geophilus insculptus,Amaurobius sp. (juv),HEW06
Digel et al. (2014),Geophilus electricus,Amaurobius sp. (juv),HEW06
Digel et al. (2014),Strigamia acuminata,Amaurobius sp. (juv),HEW06
Digel et al. (2014),Harpalus sp.,Amaurobius sp. (juv),HEW06
Digel et al. (2014),Amaurobius sp. (juv),Amaurobius sp. (juv),HEW06
Digel et al. (2014),Coelotes terrestris,Amaurobius sp. (juv),HEW06
Digel et al. (2014),Abax ovalis,Amaurobius sp. (juv),HEW06
Digel et al. (2014),Abax parallelepipedus,Amaurobius sp. (juv),HEW06
Digel et al. (2014),Cychrus attenuatus,Amaurobius sp. (juv),HEW06
Digel et al. (2014),Geophilomorpha sp.,Amaurobius sp. (juv),HEW06
Digel et al. (2014),Harpactea lepida large,Amaurobius sp. (juv),HEW06
Digel et al. (2014),Histopona torpida,Amaurobius sp. (juv),HEW06
Digel et al. (2014),Callobius claustrarius,Amaurobius sp. (juv),HEW06
Digel et al. (2014),Isotomiella minor,amoebae,HEW06
Digel et al. (2014),Megalothorax minimus,amoebae,HEW06
Digel et al. (2014),Oncopodura crassicornis,amoebae,HEW06
Digel et al. (2014),Parisotoma notabilis,amoebae,HEW06
Digel et al. (2014),Aporrectodea caliginosa (juv) {xl},amoebae,HEW06
Digel et al. (2014),Aporrectodea rosea,amoebae,HEW06
Digel et al. (2014),Lumbricus sp. (juv),amoebae,HEW06
Digel et al. (2014),Octolasion tyrtaeum{xxl},amoebae,HEW06
Digel et al. (2014),predacious nematodes,amoebae,HEW06
Digel et al. (2014),omnivorous nematodes,amoebae,HEW06
Digel et al. (2014),Enchytraeidae,amoebae,HEW06
Digel et al. (2014),Lumbricus terrestris (juv) {xxxl},amoebae,HEW06
Digel et al. (2014),Octolasion tyrtaeum (juv) {xxl},amoebae,HEW06
Digel et al. (2014),Abax parallelepipedus,Aporrectodea caliginosa (juv) {xl},HEW06
Digel et al. (2014),Cychrus attenuatus,Aporrectodea caliginosa (juv) {xl},HEW06
Digel et al. (2014),Abax parallelepipedus,Aporrectodea rosea,HEW06
Digel et al. (2014),Cychrus attenuatus,Aporrectodea rosea,HEW06
Digel et al. (2014),Abax ovalis,Araniella cucurbitina,HEW06
Digel et al. (2014),Abax parallelepipedus,Araniella cucurbitina,HEW06
Digel et al. (2014),Cychrus attenuatus,Araniella cucurbitina,HEW06
Digel et al. (2014),Lehmannia marginata,Arion silvaticus,HEW06
Digel et al. (2014),Abax parallelepipedus,Arion silvaticus,HEW06
Digel et al. (2014),Cychrus attenuatus,Arion silvaticus,HEW06
Digel et al. (2014),Lithobius muticus,Athous subfuscus (juv) {m},HEW06
Digel et al. (2014),Lithobius cf. mutabilis (juv),Athous subfuscus (juv) {m},HEW06
Digel et al. (2014),Lithobius sp.,Athous subfuscus (juv) {m},HEW06
