link.citation,con.taxonomy,res.taxonomy,foodweb.name
Digel et al. (2014),Lithobius cf. mutabilis (juv),Acrotona sylvicola,SEW08
Digel et al. (2014),Lithobius sp.,Acrotona sylvicola,SEW08
Digel et al. (2014),Schendyla nemorensis,Acrotona sylvicola,SEW08
Digel et al. (2014),Acrotona sylvicola,Acrotona sylvicola,SEW08
Digel et al. (2014),Geostiba circellaris,Acrotona sylvicola,SEW08
Digel et al. (2014),Habrocerus capillaricornis,Acrotona sylvicola,SEW08
Digel et al. (2014),Othius sp. (juv) {m},Acrotona sylvicola,SEW08
Digel et al. (2014),Staphylinidae sp. (juv) {s},Acrotona sylvicola,SEW08
Digel et al. (2014),Diplocephalus picinus,Acrotona sylvicola,SEW08
Digel et al. (2014),Gnaphosidae sp. (juv),Acrotona sylvicola,SEW08
Digel et al. (2014),Microneta viaria,Acrotona sylvicola,SEW08
Digel et al. (2014),Neobisium sp.,Acrotona sylvicola,SEW08
Digel et al. (2014),Robertus lividus,Acrotona sylvicola,SEW08
Digel et al. (2014),Tapinocyba insecta,Acrotona sylvicola,SEW08
Digel et al. (2014),Geophilus truncorum,Acrotona sylvicola,SEW08
Digel et al. (2014),Lithobius forficatus,Acrotona sylvicola,SEW08
Digel et al. (2014),Lithobius forficatus (juv),Acrotona sylvicola,SEW08
Digel et al. (2014),Heterothops dissimilis (juv),Acrotona sylvicola,SEW08
Digel et al. (2014),Clubionidae (juv),Acrotona sylvicola,SEW08
Digel et al. (2014),Lithobius curtipes {m},Acrotona sylvicola,SEW08
Digel et al. (2014),Lithobius sp2 {l},Acrotona sylvicola,SEW08
Digel et al. (2014),Campodea sp. {l},Acrotona sylvicola,SEW08
Digel et al. (2014),Cantharidae sp.,Acrotona sylvicola,SEW08
Digel et al. (2014),Staphylinidae spec,Acrotona sylvicola,SEW08
Digel et al. (2014),Geophilomorpha sp.,Acrotona sylvicola,SEW08
Digel et al. (2014),Harpactea lepida (juv) large,Acrotona sylvicola,SEW08
Digel et al. (2014),Tenuiphantes mengei,Acrotona sylvicola,SEW08
Digel et al. (2014),Amaurobius fenestralis,Acrotona sylvicola,SEW08
Digel et al. (2014),Lithobius cf. mutabilis (juv),Agriotes aterrimus (juv),SEW08
Digel et al. (2014),Lithobius sp.,Agriotes aterrimus (juv),SEW08
Digel et al. (2014),Schendyla nemorensis,Agriotes aterrimus (juv),SEW08
Digel et al. (2014),Staphylinidae sp. (juv) {s},Agriotes aterrimus (juv),SEW08
Digel et al. (2014),Gnaphosidae sp. (juv),Agriotes aterrimus (juv),SEW08
Digel et al. (2014),Robertus lividus,Agriotes aterrimus (juv),SEW08
Digel et al. (2014),Geophilus truncorum,Agriotes aterrimus (juv),SEW08
Digel et al. (2014),Lithobius forficatus,Agriotes aterrimus (juv),SEW08
Digel et al. (2014),Lithobius forficatus (juv),Agriotes aterrimus (juv),SEW08
Digel et al. (2014),Pterostichus sp.,Agriotes aterrimus (juv),SEW08
Digel et al. (2014),Lithobius curtipes {m},Agriotes aterrimus (juv),SEW08
Digel et al. (2014),Cantharidae sp.,Agriotes aterrimus (juv),SEW08
Digel et al. (2014),Staphylinidae spec,Agriotes aterrimus (juv),SEW08
Digel et al. (2014),Geophilomorpha sp.,Agriotes aterrimus (juv),SEW08
Digel et al. (2014),Harpactea lepida (juv) large,Agriotes aterrimus (juv),SEW08
Digel et al. (2014),Amaurobius fenestralis,Agriotes aterrimus (juv),SEW08
Digel et al. (2014),Lithobius cf. mutabilis (juv),Agriotes sp. (juv),SEW08
Digel et al. (2014),Lithobius sp.,Agriotes sp. (juv),SEW08
Digel et al. (2014),Schendyla nemorensis,Agriotes sp. (juv),SEW08
Digel et al. (2014),Othius sp. (juv) {m},Agriotes sp. (juv),SEW08
Digel et al. (2014),Staphylinidae sp. (juv) {s},Agriotes sp. (juv),SEW08
Digel et al. (2014),Diplocephalus picinus,Agriotes sp. (juv),SEW08
Digel et al. (2014),Gnaphosidae sp. (juv),Agriotes sp. (juv),SEW08
Digel et al. (2014),Microneta viaria,Agriotes sp. (juv),SEW08
Digel et al. (2014),Neobisium sp.,Agriotes sp. (juv),SEW08
Digel et al. (2014),Robertus lividus,Agriotes sp. (juv),SEW08
Digel et al. (2014),Geophilus truncorum,Agriotes sp. (juv),SEW08
Digel et al. (2014),Lithobius forficatus,Agriotes sp. (juv),SEW08
Digel et al. (2014),Lithobius forficatus (juv),Agriotes sp. (juv),SEW08
Digel et al. (2014),Clubionidae (juv),Agriotes sp. (juv),SEW08
Digel et al. (2014),Lithobius curtipes {m},Agriotes sp. (juv),SEW08
Digel et al. (2014),Lithobius sp2 {l},Agriotes sp. (juv),SEW08
Digel et al. (2014),Campodea sp. {l},Agriotes sp. (juv),SEW08
Digel et al. (2014),Cantharidae sp.,Agriotes sp. (juv),SEW08
Digel et al. (2014),Staphylinidae spec,Agriotes sp. (juv),SEW08
Digel et al. (2014),Geophilomorpha sp.,Agriotes sp. (juv),SEW08
Digel et al. (2014),Harpactea lepida (juv) large,Agriotes sp. (juv),SEW08
Digel et al. (2014),Tenuiphantes mengei,Agriotes sp. (juv),SEW08
Digel et al. (2014),Amaurobius fenestralis,Agriotes sp. (juv),SEW08
Digel et al. (2014),Brachychthoniidae spp.,algae,SEW08
Digel et al. (2014),Oribatella calcarata,algae,SEW08
Digel et al. (2014),omnivorous nematodes,algae,SEW08
Digel et al. (2014),Enchytraeidae,algae,SEW08
Digel et al. (2014),Campodea sp. {l},algae,SEW08
Digel et al. (2014),Arion silvaticus,algae,SEW08
Digel et al. (2014),Schendyla nemorensis,Amaurobius fenestralis,SEW08
Digel et al. (2014),Geophilus truncorum,Amaurobius fenestralis,SEW08
Digel et al. (2014),Pterostichus sp.,Amaurobius fenestralis,SEW08
Digel et al. (2014),Cychrus attenuatus,Amaurobius fenestralis,SEW08
Digel et al. (2014),Carabus nemoralis,Amaurobius fenestralis,SEW08
Digel et al. (2014),Geophilomorpha sp.,Amaurobius fenestralis,SEW08
Digel et al. (2014),Amaurobius fenestralis,Amaurobius fenestralis,SEW08
Digel et al. (2014),Isotomiella minor,amoebae,SEW08
Digel et al. (2014),Megalothorax minimus,amoebae,SEW08
Digel et al. (2014),Parisotoma notabilis,amoebae,SEW08
Digel et al. (2014),Lumbricus rubellus (juv) {xl},amoebae,SEW08
Digel et al. (2014),Dendrobaena octaedra (juv),amoebae,SEW08
Digel et al. (2014),predacious nematodes,amoebae,SEW08
Digel et al. (2014),omnivorous nematodes,amoebae,SEW08
Digel et al. (2014),Enchytraeidae,amoebae,SEW08
Digel et al. (2014),Ceratophysella sp.,amoebae,SEW08
Digel et al. (2014),Lumbricus rubellus {xxl},amoebae,SEW08
Digel et al. (2014),Xenylla grisea,amoebae,SEW08
Digel et al. (2014),Cychrus attenuatus,Arion silvaticus,SEW08
Digel et al. (2014),Carabus nemoralis,Arion silvaticus,SEW08
Digel et al. (2014),Lithobius cf. mutabilis (juv),Athous haemorrhoidalis (juv),SEW08
Digel et al. (2014),Lithobius sp.,Athous haemorrhoidalis (juv),SEW08
Digel et al. (2014),Schendyla nemorensis,Athous haemorrhoidalis (juv),SEW08
Digel et al. (2014),Geophilus truncorum,Athous haemorrhoidalis (juv),SEW08
Digel et al. (2014),Lithobius forficatus,Athous haemorrhoidalis (juv),SEW08
Digel et al. (2014),Lithobius forficatus (juv),Athous haemorrhoidalis (juv),SEW08
Digel et al. (2014),Pterostichus sp.,Athous haemorrhoidalis (juv),SEW08
Digel et al. (2014),Cychrus attenuatus,Athous haemorrhoidalis (juv),SEW08
Digel et al. (2014),Carabus nemoralis,Athous haemorrhoidalis (juv),SEW08
Digel et al. (2014),Geophilomorpha sp.,Athous haemorrhoidalis (juv),SEW08
Digel et al. (2014),Amaurobius fenestralis,Athous haemorrhoidalis (juv),SEW08
Digel et al. (2014),Lithobius cf. mutabilis (juv),Athous sp. (juv),SEW08
Digel et al. (2014),Lithobius sp.,Athous sp. (juv),SEW08
Digel et al. (2014),Schendyla nemorensis,Athous sp. (juv),SEW08
Digel et al. (2014),Geostiba circellaris,Athous sp. (juv),SEW08
Digel et al. (2014),Habrocerus capillaricornis,Athous sp. (juv),SEW08
Digel et al. (2014),Othius sp. (juv) {m},Athous sp. (juv),SEW08
Digel et al. (2014),Staphylinidae sp. (juv) {s},Athous sp. (juv),SEW08
Digel et al. (2014),Diplocephalus picinus,Athous sp. (juv),SEW08
Digel et al. (2014),Gnaphosidae sp. (juv),Athous sp. (juv),SEW08
Digel et al. (2014),Microneta viaria,Athous sp. (juv),SEW08
Digel et al. (2014),Neobisium sp.,Athous sp. (juv),SEW08
Digel et al. (2014),Robertus lividus,Athous sp. (juv),SEW08
Digel et al. (2014),Tapinocyba insecta,Athous sp. (juv),SEW08
Digel et al. (2014),Geophilus truncorum,Athous sp. (juv),SEW08
Digel et al. (2014),Lithobius forficatus,Athous sp. (juv),SEW08
Digel et al. (2014),Lithobius forficatus (juv),Athous sp. (juv),SEW08
Digel et al. (2014),Heterothops dissimilis (juv),Athous sp. (juv),SEW08
Digel et al. (2014),Clubionidae (juv),Athous sp. (juv),SEW08
Digel et al. (2014),Lithobius curtipes {m},Athous sp. (juv),SEW08
Digel et al. (2014),Lithobius sp2 {l},Athous sp. (juv),SEW08
Digel et al. (2014),Campodea sp. {l},Athous sp. (juv),SEW08
Digel et al. (2014),Cantharidae sp.,Athous sp. (juv),SEW08
Digel et al. (2014),Staphylinidae spec,Athous sp. (juv),SEW08
Digel et al. (2014),Geophilomorpha sp.,Athous sp. (juv),SEW08
Digel et al. (2014),Harpactea lepida (juv) large,Athous sp. (juv),SEW08
Digel et al. (2014),Tenuiphantes mengei,Athous sp. (juv),SEW08
Digel et al. (2014),Amaurobius fenestralis,Athous sp. (juv),SEW08
Digel et al. (2014),Lithobius cf. mutabilis (juv),Athous subfuscus (juv) {m},SEW08
Digel et al. (2014),Lithobius sp.,Athous subfuscus (juv) {m},SEW08
Digel et al. (2014),Schendyla nemorensis,Athous subfuscus (juv) {m},SEW08
Digel et al. (2014),Athous subfuscus (juv) {m},Athous subfuscus (juv) {m},SEW08
Digel et al. (2014),Acrotona sylvicola,Athous subfuscus (juv) {m},SEW08
Digel et al. (2014),Geostiba circellaris,Athous subfuscus (juv) {m},SEW08
Digel et al. (2014),Habrocerus capillaricornis,Athous subfuscus (juv) {m},SEW08
Digel et al. (2014),Othius sp. (juv) {m},Athous subfuscus (juv) {m},SEW08
