link.citation,con.taxonomy,res.taxonomy,foodweb.name
Digel et al. (2014),Lithobius crassipes,Achipteria coleoptrata,HEW21
Digel et al. (2014),Lithobius cf. crassipes (juv),Achipteria coleoptrata,HEW21
Digel et al. (2014),Lithobius sp1 {s},Achipteria coleoptrata,HEW21
Digel et al. (2014),Lithobius sp.,Achipteria coleoptrata,HEW21
Digel et al. (2014),Geophilus ribauti,Achipteria coleoptrata,HEW21
Digel et al. (2014),Lithobius sp2 {l},Achipteria coleoptrata,HEW21
Digel et al. (2014),Arrhopalites pygmaeus,algae,HEW21
Digel et al. (2014),Desoria violacea,algae,HEW21
Digel et al. (2014),Deuterosminthurus pallipes,algae,HEW21
Digel et al. (2014),Scutigerella immaculata {xs},algae,HEW21
Digel et al. (2014),Brachychthoniidae spp.,algae,HEW21
Digel et al. (2014),Eulohmannia ribagai,algae,HEW21
Digel et al. (2014),omnivorous nematodes,algae,HEW21
Digel et al. (2014),Enchytraeidae,algae,HEW21
Digel et al. (2014),Discus rotundatus,algae,HEW21
Digel et al. (2014),Discus rotundatus (juv),algae,HEW21
Digel et al. (2014),Arion silvaticus,algae,HEW21
Digel et al. (2014),Pulmonata sp. (juv),algae,HEW21
Digel et al. (2014),Arionidae sp.,algae,HEW21
Digel et al. (2014),Azeca goodalli,algae,HEW21
Digel et al. (2014),Lithobius crassipes,Amaurobius sp. (juv),HEW21
Digel et al. (2014),Lithobius dentatus,Amaurobius sp. (juv),HEW21
Digel et al. (2014),Lithobius sp.,Amaurobius sp. (juv),HEW21
Digel et al. (2014),Geophilus ribauti,Amaurobius sp. (juv),HEW21
Digel et al. (2014),Geophilus insculptus,Amaurobius sp. (juv),HEW21
Digel et al. (2014),Strigamia acuminata,Amaurobius sp. (juv),HEW21
Digel et al. (2014),Amaurobius sp. (juv),Amaurobius sp. (juv),HEW21
Digel et al. (2014),Trogulus sp. (juv),Amaurobius sp. (juv),HEW21
Digel et al. (2014),Geophilomorpha sp.,Amaurobius sp. (juv),HEW21
Digel et al. (2014),Harpactea lepida large,Amaurobius sp. (juv),HEW21
Digel et al. (2014),Eurocoelotes inermis,Amaurobius sp. (juv),HEW21
Digel et al. (2014),Ceratophysella denticulata,amoebae,HEW21
Digel et al. (2014),Isotomiella minor,amoebae,HEW21
Digel et al. (2014),Megalothorax minimus,amoebae,HEW21
Digel et al. (2014),Parisotoma notabilis,amoebae,HEW21
Digel et al. (2014),Aporrectodea caliginosa (juv) {xl},amoebae,HEW21
Digel et al. (2014),Aporrectodea rosea,amoebae,HEW21
Digel et al. (2014),Aporrectodea rosea (juv),amoebae,HEW21
Digel et al. (2014),Lumbricus rubellus (juv),amoebae,HEW21
Digel et al. (2014),Chamobates borealis,amoebae,HEW21
Digel et al. (2014),predacious nematodes,amoebae,HEW21
Digel et al. (2014),omnivorous nematodes,amoebae,HEW21
Digel et al. (2014),Enchytraeidae,amoebae,HEW21
Digel et al. (2014),Aporrectodea caliginosa (juv) {xxxl},amoebae,HEW21
Digel et al. (2014),Octolasion tyrtaeum (juv) {xxl},amoebae,HEW21
Digel et al. (2014),Limax cinereoniger,Arion silvaticus,HEW21
Digel et al. (2014),Limax cinereoniger,Arionidae sp.,HEW21
Digel et al. (2014),Lithobius sp1 {s},Arrhopalites pygmaeus,HEW21
Digel et al. (2014),Vulgarogamasus sp. (juv),Arrhopalites pygmaeus,HEW21
Digel et al. (2014),Epicrius canestrinii,Arrhopalites pygmaeus,HEW21
Digel et al. (2014),Holoparasitus stramenti,Arrhopalites pygmaeus,HEW21
Digel et al. (2014),Lysigamasus lapponicus,Arrhopalites pygmaeus,HEW21
Digel et al. (2014),Pergamasinae (juv) {xs},Arrhopalites pygmaeus,HEW21
Digel et al. (2014),Prozercon fimbriatus,Arrhopalites pygmaeus,HEW21
Digel et al. (2014),Uroseius cylindricus (juv),Arrhopalites pygmaeus,HEW21
Digel et al. (2014),Veigaia exigua,Arrhopalites pygmaeus,HEW21
Digel et al. (2014),Veigaia kochi (juv),Arrhopalites pygmaeus,HEW21
Digel et al. (2014),Veigaia nemorensis,Arrhopalites pygmaeus,HEW21
Digel et al. (2014),Zercon cf gurensis,Arrhopalites pygmaeus,HEW21
Digel et al. (2014),Lithobius sp2 {l},Arrhopalites pygmaeus,HEW21
Digel et al. (2014),Lithobius crassipes,Athous subfuscus (juv) {l},HEW21
Digel et al. (2014),Lithobius cf. crassipes (juv),Athous subfuscus (juv) {l},HEW21
Digel et al. (2014),Lithobius dentatus,Athous subfuscus (juv) {l},HEW21
Digel et al. (2014),Lithobius sp.,Athous subfuscus (juv) {l},HEW21
Digel et al. (2014),Geophilus ribauti,Athous subfuscus (juv) {l},HEW21
Digel et al. (2014),Geophilus insculptus,Athous subfuscus (juv) {l},HEW21
Digel et al. (2014),Strigamia acuminata,Athous subfuscus (juv) {l},HEW21
Digel et al. (2014),Staphylinidae sp. (juv) {s},Athous subfuscus (juv) {l},HEW21
Digel et al. (2014),Amaurobius sp. (juv),Athous subfuscus (juv) {l},HEW21
Digel et al. (2014),Phalangiidae sp. (juv),Athous subfuscus (juv) {l},HEW21
Digel et al. (2014),Robertus lividus,Athous subfuscus (juv) {l},HEW21
Digel et al. (2014),Trogulus sp. (juv),Athous subfuscus (juv) {l},HEW21
Digel et al. (2014),Athous subfuscus (juv) {l},Athous subfuscus (juv) {l},HEW21
Digel et al. (2014),Geophilomorpha sp.,Athous subfuscus (juv) {l},HEW21
Digel et al. (2014),Harpactea lepida (juv) large,Athous subfuscus (juv) {l},HEW21
Digel et al. (2014),Harpactea lepida large,Athous subfuscus (juv) {l},HEW21
Digel et al. (2014),Eurocoelotes inermis,Athous subfuscus (juv) {l},HEW21
Digel et al. (2014),Lithobius cf. crassipes (juv),Atropacarus striculus,HEW21
Digel et al. (2014),Lithobius sp1 {s},Atropacarus striculus,HEW21
Digel et al. (2014),Lithobius sp2 {l},Atropacarus striculus,HEW21
Digel et al. (2014),Strigamia acuminata,Azeca goodalli,HEW21
Digel et al. (2014),Trogulus sp. (juv),Azeca goodalli,HEW21
Digel et al. (2014),Ceratophysella denticulata,bacteria,HEW21
Digel et al. (2014),Deuteraphorura inermis,bacteria,HEW21
Digel et al. (2014),Isotomiella minor,bacteria,HEW21
Digel et al. (2014),Megalothorax minimus,bacteria,HEW21
Digel et al. (2014),Parisotoma notabilis,bacteria,HEW21
Digel et al. (2014),Protaphorura armata,bacteria,HEW21
Digel et al. (2014),Scutigerella immaculata {xs},bacteria,HEW21
Digel et al. (2014),Ligidium hypnorum,bacteria,HEW21
Digel et al. (2014),bacterivorous nematodes,bacteria,HEW21
Digel et al. (2014),omnivorous nematodes,bacteria,HEW21
Digel et al. (2014),flagellates,bacteria,HEW21
Digel et al. (2014),ciliates,bacteria,HEW21
Digel et al. (2014),amoebae,bacteria,HEW21
Digel et al. (2014),Enchytraeidae,bacteria,HEW21
Digel et al. (2014),Julidae sp.,bacteria,HEW21
Digel et al. (2014),Trichoniscus pusillus {m},bacteria,HEW21
Digel et al. (2014),Chordeumatidae (juv) {m},bacteria,HEW21
